NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
404.9,605.6,533.6,582.2,600.0
564.2,607.4,592.5,632.3,760.0
455.9,419.5,484.7,523.5,560.0
453.1,624.7,621.0,481.7,720.0
493.9,590.9,497.6,503.3,360.0
475.8,422.1,482.3,395.6,580.0
552.1,608.3,457.2,515.3,560.0
499.7,469.9,457.9,492.1,340.0
548.6,692.2,608.2,612.9,400.0
382.9,440.4,438.0,468.8,300.0
538.8,536.6,528.6,579.7,580.0
479.8,528.3,410.5,439.8,300.0
682.5,675.1,640.4,638.7,840.0
499.4,627.8,547.0,662.3,360.0
486.6,519.8,542.3,538.6,340.0
459.2,625.1,564.2,423.3,560.0
406.0,564.9,600.4,677.8,600.0
406.7,500.5,489.6,556.3,520.0
473.3,544.2,546.1,459.4,600.0
507.7,599.1,521.8,439.8,360.0
653.4,753.0,659.6,777.2,920.0
419.9,414.0,432.9,542.3,460.0
432.7,457.0,527.1,532.2,600.0
520.7,662.6,612.8,605.6,480.0
568.8,642.6,568.2,427.5,300.0
425.5,586.7,500.3,441.2,320.0
438.1,519.0,487.2,473.9,480.0
409.8,432.9,477.5,438.9,400.0
461.3,503.9,447.7,435.9,460.0
556.6,623.4,535.5,697.0,600.0
595.7,623.9,487.8,632.9,600.0
646.7,689.5,606.4,760.1,780.0
446.6,623.2,514.6,603.7,560.0
390.9,560.6,555.0,518.6,280.0
448.0,485.9,480.0,611.1,460.0
489.1,579.1,534.7,508.9,320.0
386.3,565.4,443.4,433.6,400.0
448.2,622.5,590.5,434.9,580.0
521.2,541.4,545.3,451.4,520.0
504.7,566.4,565.0,465.2,620.0
383.0,454.3,518.7,393.3,380.0
430.4,513.3,499.8,489.5,560.0
446.8,580.2,540.8,425.1,580.0
554.7,619.1,529.8,562.4,500.0
553.0,675.9,567.8,528.9,560.0
586.1,666.1,604.6,696.0,500.0
631.2,654.8,680.9,705.1,820.0
473.4,673.4,653.6,734.8,380.0
483.3,611.6,540.9,599.9,580.0
386.4,444.5,500.9,496.5,380.0
466.4,616.6,449.4,441.9,700.0
548.8,669.7,605.6,526.3,920.0
567.5,529.8,523.6,449.5,320.0
572.0,540.3,568.9,501.5,360.0
418.0,424.8,386.2,463.2,280.0
382.5,547.3,391.6,472.3,160.0
473.3,613.2,515.3,514.4,500.0
496.4,639.0,580.7,600.1,440.0
589.9,625.0,614.1,629.5,560.0
418.4,537.2,528.4,592.4,580.0
544.7,652.8,560.5,526.1,620.0
514.1,636.7,567.4,589.7,680.0
426.6,434.5,338.2,495.9,480.0
586.4,663.8,660.5,695.1,860.0
517.8,574.3,487.8,450.6,340.0
461.7,557.5,517.4,529.9,0.0
453.5,525.7,397.1,404.6,300.0
582.2,643.3,578.5,555.5,680.0
480.1,671.2,601.9,532.7,660.0
455.4,587.1,434.7,455.6,400.0
395.4,428.0,510.9,437.7,300.0
449.3,604.8,567.4,486.7,680.0
572.7,656.9,526.1,505.3,820.0
565.2,626.9,594.8,688.6,620.0
438.4,518.6,497.3,433.1,240.0
382.5,602.4,522.1,514.0,640.0
549.3,443.8,449.6,392.3,380.0
592.3,661.2,604.5,615.9,660.0
535.6,630.6,615.2,602.5,580.0
473.7,628.8,600.2,478.9,480.0
621.8,675.2,657.7,723.5,860.0
454.1,570.2,583.4,483.0,340.0
392.8,486.6,497.7,377.6,0.0
495.4,567.2,491.5,450.0,360.0
411.8,578.8,550.0,497.3,580.0
500.4,600.6,600.8,698.2,720.0
391.0,585.2,376.8,434.2,360.0
457.8,548.8,442.2,444.8,520.0
419.7,420.8,418.9,500.9,400.0
419.9,425.7,497.2,494.9,300.0
556.7,615.6,541.3,475.5,560.0
451.6,675.6,590.1,573.5,660.0
443.6,482.9,411.4,383.4,240.0
444.2,609.3,534.2,544.7,620.0
505.9,635.2,600.9,495.8,740.0
498.5,469.0,480.2,404.5,700.0
380.1,576.6,480.8,473.4,460.0
646.0,660.6,594.1,630.5,800.0
409.3,506.0,412.7,457.2,600.0
527.2,612.0,598.6,475.0,420.0
619.5,659.4,624.4,607.2,880.0
452.2,582.6,499.6,480.5,340.0
481.9,594.3,516.6,537.4,540.0
439.9,478.3,515.8,384.1,340.0
463.1,557.2,430.0,483.0,380.0
550.4,622.3,557.3,595.5,440.0
536.8,489.7,411.5,593.2,420.0
640.9,667.8,579.4,569.9,640.0
521.8,612.2,562.5,604.5,500.0
591.2,588.6,563.4,520.7,500.0
599.3,669.8,522.3,743.4,720.0
692.0,682.6,641.7,731.0,820.0
609.4,634.0,605.1,703.7,820.0
388.1,479.2,507.5,484.5,300.0
473.4,439.9,591.3,636.6,660.0
537.7,553.8,484.5,382.0,520.0
399.6,587.9,517.6,371.0,360.0
449.3,519.9,414.3,422.1,340.0
510.3,503.6,483.2,510.9,480.0
387.2,565.2,592.1,435.3,400.0
510.7,511.2,507.7,472.4,300.0
622.3,640.4,616.6,675.1,760.0
427.7,574.7,575.3,547.2,360.0
474.6,414.5,502.2,542.2,660.0
567.3,631.8,552.4,564.3,460.0
430.5,559.9,510.0,401.6,360.0
538.6,596.4,502.9,607.6,600.0
470.4,525.1,530.9,510.3,360.0
460.6,623.1,472.0,475.7,400.0
451.3,439.1,525.2,560.3,460.0
438.2,552.4,534.0,493.1,540.0
400.8,585.4,470.8,427.1,360.0
572.5,674.5,612.2,687.6,820.0
430.2,679.5,621.8,668.2,880.0
506.3,609.4,476.8,482.3,580.0
459.0,535.4,541.5,546.1,620.0
382.1,512.0,381.1,385.2,520.0
431.7,523.9,490.1,483.0,320.0
417.4,577.8,480.1,514.5,400.0
549.2,586.6,571.4,526.4,560.0
413.2,468.3,449.1,465.5,660.0
422.0,550.8,434.3,458.8,440.0
462.2,442.8,338.4,409.5,360.0
533.7,648.5,556.7,563.4,580.0
447.3,567.9,530.7,565.4,360.0
472.9,539.5,509.3,440.4,640.0
471.4,590.5,459.3,529.2,560.0
596.5,615.6,555.8,521.7,620.0
403.4,609.0,543.8,383.6,520.0
595.1,686.2,651.2,706.2,860.0
486.3,498.4,413.2,562.3,300.0
498.1,650.4,609.9,649.2,380.0
390.6,564.3,437.1,423.4,340.0
375.8,405.3,485.2,379.8,240.0
471.1,460.0,422.3,466.3,320.0
502.4,611.1,562.0,462.3,480.0
490.0,499.4,573.6,558.3,480.0
548.5,576.5,518.8,428.8,360.0
389.3,422.1,507.7,583.2,620.0
495.1,546.7,479.4,472.6,600.0
403.6,581.2,496.8,414.6,560.0
385.4,489.9,421.9,502.6,360.0
429.3,471.6,476.8,452.1,320.0
500.5,523.6,400.9,431.4,580.0
650.3,671.4,648.8,706.0,880.0
529.5,549.5,421.5,489.3,560.0
619.9,663.4,593.3,738.7,800.0
541.7,591.4,566.2,554.6,560.0
393.0,555.5,558.9,499.9,620.0
481.1,650.0,601.3,643.8,820.0
465.1,578.4,581.9,389.8,640.0
530.8,669.5,609.5,631.0,340.0
533.1,616.8,519.1,644.6,380.0
472.9,639.8,559.2,691.9,540.0
599.0,657.6,521.2,538.2,920.0
456.5,468.2,389.1,445.3,440.0
377.9,510.8,504.1,394.0,380.0
417.8,533.0,496.4,507.6,480.0
428.3,618.2,582.1,515.8,340.0
539.1,605.3,573.3,658.9,640.0
481.5,555.1,521.1,403.3,400.0
467.1,444.3,464.3,503.0,740.0
424.2,582.3,582.9,479.3,360.0
533.1,629.2,500.8,651.9,480.0
669.4,685.0,617.6,792.7,900.0
629.0,657.0,666.4,697.2,860.0
643.1,672.1,645.0,761.0,560.0
404.3,463.1,453.7,450.8,260.0
498.1,592.9,549.6,406.6,340.0
514.6,608.9,522.4,462.4,600.0
570.9,659.1,619.0,680.5,720.0
552.0,644.0,628.0,458.3,400.0
683.7,689.9,662.8,777.8,720.0
469.6,493.4,544.2,438.5,560.0
555.8,625.9,578.7,683.5,740.0
461.5,488.1,509.3,430.4,360.0
480.2,535.0,463.4,517.6,680.0
573.2,656.2,525.8,645.9,540.0
481.2,644.7,625.1,540.5,560.0
460.8,555.3,489.9,439.4,520.0
407.0,530.4,511.4,651.5,240.0
437.1,448.3,372.0,372.3,360.0
544.7,578.9,553.3,480.1,420.0
573.1,586.8,522.4,617.9,300.0
432.1,599.5,533.8,504.5,540.0
516.3,530.4,497.7,525.8,560.0
424.6,451.9,383.3,618.8,280.0
375.1,406.9,418.5,477.3,320.0
586.2,657.5,635.3,660.9,620.0
531.8,619.4,608.4,711.3,640.0
489.6,597.0,610.2,757.3,900.0
484.9,496.2,548.4,539.5,760.0
534.7,606.8,570.2,588.0,480.0
482.4,622.7,621.3,433.5,560.0
467.3,638.0,577.7,558.4,560.0
506.4,591.0,580.6,578.7,740.0
421.6,620.2,512.1,389.8,560.0
428.1,438.8,431.4,453.4,320.0
523.4,608.8,575.8,556.5,900.0
567.4,596.0,595.0,702.1,660.0
467.8,586.2,580.6,400.2,300.0
482.1,439.3,485.6,443.9,360.0
534.6,532.8,580.2,688.6,360.0
568.0,603.8,630.4,481.4,740.0
418.1,566.0,562.4,533.2,760.0
421.9,564.8,363.8,424.8,260.0
444.8,459.6,462.8,436.7,360.0
442.0,654.8,545.7,385.6,380.0
390.7,529.6,477.8,466.4,500.0
442.4,447.7,477.4,500.9,300.0
577.6,490.8,462.3,486.8,580.0
614.8,670.5,617.5,675.6,800.0
494.8,409.5,403.7,495.3,300.0
616.6,676.2,641.6,642.7,900.0
558.3,556.9,538.2,509.7,320.0
371.6,484.6,367.8,413.1,240.0
511.4,593.1,553.0,678.1,580.0
420.5,618.4,548.1,431.6,560.0
395.6,575.4,481.0,444.3,560.0
481.0,633.0,630.7,616.9,520.0
499.8,516.4,480.4,627.6,560.0
597.1,477.6,559.8,383.9,500.0
544.6,403.1,411.6,435.4,160.0
416.0,528.3,354.8,431.1,420.0
442.0,541.2,510.9,426.2,540.0
504.2,556.1,527.7,482.6,520.0
525.7,533.1,451.4,397.0,700.0
540.2,718.8,625.7,718.9,740.0
546.5,625.2,399.7,420.1,380.0
714.1,738.5,661.5,784.7,820.0
504.0,631.8,589.8,663.0,720.0
582.7,528.3,467.9,434.6,360.0
414.0,508.5,444.9,405.3,320.0
421.0,562.5,490.2,401.1,280.0
491.8,579.1,550.0,489.2,680.0
597.2,638.6,567.1,659.0,580.0
425.5,470.3,529.0,500.1,520.0
465.8,505.9,441.7,427.4,340.0
645.9,673.6,633.8,802.7,760.0
534.2,499.4,489.4,440.1,580.0
494.2,523.0,435.5,381.2,500.0
514.1,655.6,593.3,535.2,620.0
497.4,523.0,484.1,583.0,600.0
453.9,615.8,559.6,424.6,520.0
475.2,599.5,540.1,424.8,340.0
470.3,402.4,422.7,454.7,580.0
378.9,540.1,478.1,398.9,0.0
451.8,447.1,468.0,501.5,380.0
489.3,528.1,535.0,481.9,360.0
581.6,569.2,574.9,522.0,480.0
440.6,540.2,491.9,433.5,680.0
494.5,546.5,436.8,585.1,360.0
410.6,422.6,502.0,443.8,520.0
483.6,557.7,511.3,408.4,540.0
486.9,560.3,536.4,468.4,300.0
561.3,590.0,553.5,602.3,600.0
471.4,600.9,473.8,608.8,640.0
484.5,573.4,584.4,554.0,540.0
496.9,424.3,425.5,529.9,440.0
535.8,621.3,570.4,497.5,620.0
364.3,519.3,378.5,463.4,300.0
587.2,662.3,634.0,739.2,740.0
497.8,599.0,524.8,434.1,720.0
517.3,414.0,415.2,373.6,360.0
419.1,488.8,449.2,516.5,460.0
542.9,643.4,619.6,529.9,560.0
392.8,471.3,382.3,419.7,200.0
475.8,585.6,586.2,557.4,360.0
509.5,461.6,473.6,556.7,320.0
482.0,662.8,616.2,466.6,620.0
515.7,612.1,608.6,533.3,560.0
487.6,477.5,539.2,606.9,360.0
415.5,521.2,482.9,616.8,520.0
571.7,502.2,512.7,638.1,540.0
476.0,639.6,553.0,686.8,860.0
447.2,518.0,526.0,445.0,280.0
519.3,594.6,535.1,489.4,600.0
447.8,644.4,577.7,733.0,780.0
508.7,614.2,546.6,484.5,660.0
438.5,527.1,502.6,590.2,300.0
389.4,619.5,613.4,560.9,660.0
518.5,580.8,596.2,670.3,720.0
533.1,684.6,633.3,600.6,720.0
489.8,640.3,477.1,670.3,520.0
467.2,593.8,453.2,452.5,340.0
553.8,656.3,579.9,515.9,540.0
400.0,497.2,508.7,534.1,600.0
460.1,573.2,614.3,543.0,640.0
562.9,639.4,610.8,571.6,560.0
432.4,540.5,505.5,433.0,400.0
548.8,617.9,536.0,600.1,560.0
433.2,428.4,423.3,523.6,560.0
476.8,591.1,552.4,642.7,800.0
505.9,578.1,607.2,566.6,640.0
547.5,417.1,483.3,402.5,600.0
522.6,560.5,509.9,484.9,320.0
468.1,493.9,511.0,418.2,480.0
411.7,603.4,527.0,478.9,420.0
442.0,524.3,429.0,434.2,520.0
521.2,484.1,547.8,514.8,480.0
561.9,658.1,576.4,778.0,420.0
471.8,584.5,509.6,546.3,400.0
495.3,557.3,547.7,552.8,520.0
475.3,544.8,527.4,627.2,500.0
440.1,523.0,464.7,583.4,440.0
519.2,605.8,548.5,553.2,420.0
462.9,534.8,458.5,397.1,520.0
461.3,603.0,413.5,563.9,540.0
444.2,439.5,340.2,399.4,0.0
402.9,412.2,420.5,394.0,0.0
429.2,461.3,446.4,495.2,260.0
509.3,624.7,580.4,494.5,560.0
522.4,442.4,526.6,397.5,340.0
452.8,452.6,424.5,407.8,320.0
556.1,531.7,558.0,489.6,600.0
409.1,576.6,558.2,543.6,640.0
603.7,668.8,641.6,707.0,640.0
495.9,604.0,597.7,655.3,600.0
470.3,558.4,428.2,398.6,0.0
557.4,558.2,517.9,572.4,480.0
540.7,609.2,518.0,671.1,580.0
461.9,493.3,443.9,455.5,280.0
564.2,645.8,595.3,582.9,480.0
477.0,658.9,601.9,408.2,680.0
573.1,584.2,580.1,700.8,800.0
474.0,414.3,553.4,494.1,700.0
505.9,502.2,529.6,584.2,540.0
480.8,618.0,490.6,457.3,480.0
370.4,515.0,476.4,571.6,440.0
382.7,454.8,378.5,432.6,340.0
539.3,487.6,567.8,548.1,640.0
452.0,584.4,501.5,564.2,340.0
546.7,629.9,485.6,534.6,360.0
660.4,646.4,623.0,708.5,780.0
470.1,569.3,443.0,594.1,620.0
465.4,603.8,545.0,682.3,640.0
527.0,497.1,500.4,516.7,460.0
486.4,443.1,485.7,478.4,380.0
477.1,574.8,559.4,586.9,320.0
450.6,513.5,522.6,624.2,860.0
484.5,594.2,578.6,612.0,560.0
420.3,434.8,586.5,585.2,560.0
490.7,427.4,487.7,402.4,420.0
633.8,623.7,599.0,630.6,720.0
544.1,666.3,612.9,679.1,600.0
553.5,577.7,565.6,582.1,520.0
583.0,635.9,540.6,503.5,720.0
397.2,575.7,510.9,608.9,500.0
493.9,597.7,470.8,650.7,620.0
485.8,568.1,566.0,406.0,540.0
512.9,609.7,587.2,713.0,680.0
429.1,543.6,424.4,449.0,280.0
543.8,648.8,577.1,561.4,820.0
471.7,640.2,612.7,453.9,860.0
460.2,599.2,487.0,549.0,340.0
575.6,478.4,564.5,484.5,660.0
537.5,480.3,408.6,439.8,360.0
592.9,647.9,602.5,722.7,640.0
627.4,625.9,538.5,695.1,460.0
457.9,519.3,453.6,453.2,520.0
510.6,656.8,628.1,693.5,800.0
628.2,670.4,698.7,714.7,880.0
501.7,638.9,551.5,455.9,600.0
426.2,490.2,445.5,417.4,300.0
457.3,600.7,480.5,492.1,280.0
577.5,601.2,506.9,498.8,520.0
458.4,617.9,499.8,465.0,580.0
413.7,582.0,458.1,441.5,560.0
469.6,418.6,365.3,512.6,320.0
732.4,716.0,632.3,848.0,980.0
532.7,672.8,615.9,562.4,840.0
483.5,572.4,555.9,524.8,480.0
447.9,605.9,575.9,506.3,780.0
444.4,596.8,566.3,532.2,760.0
528.5,619.5,560.5,491.6,680.0
498.9,577.5,441.0,625.5,320.0
479.2,430.0,458.8,449.8,340.0
548.3,628.0,559.2,565.7,440.0
529.7,585.7,524.9,565.8,300.0
611.5,677.7,603.2,701.7,780.0
411.5,499.5,428.9,509.3,840.0
521.9,628.4,568.4,590.2,540.0
612.9,655.4,639.0,727.1,780.0
665.7,698.8,663.9,861.8,980.0
420.7,467.8,425.4,417.1,320.0
478.4,537.3,508.4,459.6,0.0
481.0,713.4,658.2,658.0,680.0
530.2,548.3,560.3,600.9,440.0
461.8,548.5,574.4,537.4,440.0
567.0,660.5,615.1,555.1,540.0
439.5,532.9,494.6,382.5,320.0
478.5,513.8,403.1,428.6,300.0
464.2,414.1,467.6,375.1,560.0
460.6,588.7,386.0,434.8,320.0
546.5,683.4,631.6,458.2,740.0
393.8,511.7,430.5,473.1,480.0
567.6,682.1,615.9,520.5,620.0
511.5,606.5,539.6,650.7,380.0
489.3,629.8,529.7,533.3,560.0
465.5,551.9,431.0,459.9,380.0
446.8,570.6,467.3,398.0,320.0
391.7,494.3,551.7,435.6,680.0
530.3,636.6,551.5,642.1,440.0
578.2,495.2,557.9,618.7,320.0
472.9,570.4,556.9,637.7,840.0
386.2,429.6,456.1,419.1,280.0
437.2,0.0,401.3,520.3,380.0
403.4,558.6,511.9,503.2,520.0
479.6,583.5,475.1,497.2,360.0
427.9,594.7,552.7,472.9,220.0
558.6,692.7,619.6,514.3,520.0
723.1,691.7,658.5,767.0,940.0
591.9,630.3,570.9,597.8,480.0
569.7,628.3,577.9,710.9,720.0
592.1,688.9,637.3,620.3,840.0
403.9,621.5,525.5,608.3,540.0
442.2,624.3,553.4,531.1,600.0
434.0,616.2,539.5,485.0,360.0
505.7,619.6,622.5,624.3,720.0
504.9,620.2,580.0,537.0,600.0
445.5,617.0,501.6,458.7,440.0
450.2,618.2,483.2,473.6,600.0
498.4,629.6,503.4,483.3,500.0
650.9,623.0,620.5,649.3,800.0
452.1,599.5,475.0,427.4,420.0
496.8,516.2,581.3,384.2,560.0
524.6,566.1,555.3,470.9,680.0
424.7,493.7,511.7,607.2,800.0
442.4,617.0,548.5,419.7,320.0
450.7,511.7,467.1,494.7,0.0
398.4,434.0,514.5,384.9,340.0
449.7,422.9,531.0,455.9,580.0
491.3,423.6,497.4,516.2,720.0
526.6,556.6,370.3,507.2,560.0
427.8,590.7,614.0,394.8,560.0
511.6,512.9,403.3,550.9,680.0
456.3,642.2,624.2,417.9,560.0
504.2,629.7,618.8,530.2,620.0
431.1,416.0,506.2,474.7,420.0
560.6,649.9,591.1,635.1,600.0
595.9,609.9,563.4,490.5,720.0
417.8,597.8,514.7,450.9,600.0
429.2,446.7,424.7,379.5,300.0
444.2,511.0,487.5,384.0,580.0
537.4,511.3,447.6,566.6,320.0
466.2,645.0,607.1,422.6,620.0
624.6,674.4,570.0,612.2,960.0
473.9,582.8,541.6,390.2,480.0
423.3,589.1,519.0,627.7,600.0
428.2,454.4,535.3,466.4,540.0
633.6,665.7,579.7,786.1,820.0
550.1,588.1,563.8,434.4,480.0
597.4,600.2,601.5,484.1,640.0
444.5,593.7,528.1,441.1,560.0
632.6,551.3,601.6,710.8,800.0
592.0,733.7,645.8,535.0,800.0
398.6,526.0,564.8,449.5,380.0
421.5,512.8,385.4,470.1,400.0
492.1,458.5,479.4,477.9,460.0
553.1,622.8,581.4,639.9,600.0
432.9,625.8,607.4,617.6,480.0
591.6,672.6,584.9,701.8,760.0
393.7,444.0,450.0,424.1,320.0
448.6,613.6,584.3,638.1,560.0
422.1,547.4,491.9,415.6,360.0
488.8,606.4,537.2,573.8,760.0
420.9,584.0,537.9,541.1,480.0
629.6,643.3,570.1,674.1,960.0
433.1,509.4,535.5,451.3,260.0
575.6,653.1,492.4,446.9,760.0
402.0,442.9,445.2,453.9,320.0
513.3,585.7,522.4,501.3,620.0
559.7,651.7,630.7,466.4,640.0
522.6,641.0,510.5,528.1,440.0
506.2,650.5,604.1,648.5,360.0
503.3,643.7,609.1,710.9,520.0
472.0,613.1,530.6,381.2,340.0
429.1,465.2,493.5,463.7,300.0
472.7,488.1,336.6,423.5,520.0
574.2,655.7,599.8,781.8,700.0
451.5,602.0,478.2,383.9,240.0
435.9,571.4,600.8,552.8,760.0
426.6,549.4,457.2,444.5,560.0
535.1,651.8,612.4,561.2,380.0
444.9,548.3,486.0,437.2,440.0
461.0,675.3,599.1,423.4,540.0
395.9,503.4,458.1,403.7,480.0
590.4,639.6,581.6,565.7,640.0
490.6,621.4,551.5,500.6,460.0
646.1,468.8,514.8,479.5,340.0
524.7,595.7,578.2,581.8,500.0
468.7,470.9,377.1,382.9,320.0
486.0,606.2,602.3,453.2,380.0
418.4,528.7,452.3,418.6,480.0
398.9,466.5,391.8,507.8,540.0
514.5,515.1,548.3,540.4,740.0
576.7,663.1,644.2,587.4,580.0
673.8,686.6,586.0,734.1,720.0
571.8,667.7,593.0,683.0,740.0
416.0,506.9,500.8,438.9,280.0
380.8,483.1,409.0,382.4,280.0
416.4,586.9,554.5,420.5,360.0
481.0,599.7,582.7,552.2,340.0
582.9,622.2,455.0,460.8,640.0
647.5,631.2,585.5,689.2,720.0
434.7,635.1,587.2,611.4,580.0
496.2,594.5,574.7,423.2,400.0
508.8,657.3,592.3,450.3,540.0
543.9,628.8,577.5,526.8,600.0
659.0,685.4,630.3,738.0,940.0
481.7,608.6,572.6,582.2,400.0
417.9,471.8,470.3,646.6,480.0
584.3,707.0,619.4,517.6,760.0
598.7,624.6,572.2,549.3,600.0
465.5,506.5,421.9,428.3,360.0
491.6,642.0,584.1,620.4,640.0
434.0,453.2,493.9,449.6,540.0
459.8,473.8,488.4,464.9,360.0
427.5,542.8,530.4,606.8,640.0
504.3,555.2,527.6,609.9,0.0
482.6,601.7,512.2,580.0,560.0
425.8,447.1,488.9,503.3,340.0
446.1,431.2,398.3,435.9,600.0
573.7,623.4,550.5,473.3,680.0
576.3,613.1,606.8,560.7,680.0
425.1,571.4,505.9,539.6,460.0
397.3,479.9,452.9,488.1,560.0
473.0,424.8,373.8,464.8,360.0
449.8,573.1,448.8,578.3,520.0
642.5,659.5,618.6,673.8,680.0
422.7,508.3,527.9,613.6,500.0
394.6,432.2,547.8,476.0,640.0
633.0,673.7,619.0,676.0,720.0
525.5,662.1,654.3,574.6,320.0
614.7,748.4,676.9,685.4,980.0
397.6,575.5,542.9,644.8,480.0
588.8,599.4,592.0,615.2,460.0
476.0,595.0,527.0,398.6,380.0
578.0,429.1,351.2,403.5,320.0
583.2,664.8,601.3,665.4,800.0
460.8,452.4,514.3,665.5,360.0
471.8,603.6,549.2,437.8,680.0
431.7,542.1,479.8,477.1,340.0
621.3,617.8,658.3,704.5,660.0
560.2,559.4,525.2,522.8,300.0
675.4,691.4,619.2,731.1,720.0
492.8,617.6,511.7,621.1,420.0
507.6,434.5,478.0,439.0,480.0
429.7,558.5,478.9,454.4,360.0
639.3,584.9,643.8,663.2,960.0
508.9,603.6,379.9,418.6,540.0
523.8,622.2,523.5,428.2,640.0
493.5,657.4,613.5,629.8,580.0
483.1,618.1,513.9,597.4,520.0
398.5,587.2,470.5,430.5,480.0
498.8,597.9,541.8,520.3,680.0
635.7,626.1,591.5,680.2,760.0
439.8,445.8,373.8,511.1,300.0
539.0,467.4,419.3,667.0,640.0
464.8,589.6,392.1,480.8,620.0
559.5,587.8,518.3,462.9,560.0
537.5,594.1,521.5,435.4,520.0
523.0,614.6,547.0,617.5,720.0
492.1,586.1,468.9,501.7,240.0
611.2,635.9,554.5,575.9,640.0
456.5,490.8,493.3,474.3,480.0
569.6,609.4,522.4,489.7,840.0
399.5,494.5,414.5,565.2,300.0
373.7,553.7,506.3,514.2,540.0
463.8,400.0,502.2,461.4,720.0
460.6,528.7,362.4,548.1,340.0
473.9,500.7,456.1,435.0,320.0
540.6,613.4,430.3,461.2,560.0
479.9,417.1,546.9,485.5,400.0
522.1,641.3,599.4,642.5,560.0
464.4,577.2,515.7,485.4,440.0
475.5,613.6,580.0,497.2,700.0
506.9,641.5,537.9,459.7,620.0
409.6,618.7,542.1,543.8,340.0
502.4,589.2,546.4,563.6,620.0
453.4,639.7,573.4,560.7,840.0
432.2,468.4,398.2,536.3,300.0
428.8,475.9,466.9,527.7,760.0
401.9,473.4,459.5,543.6,500.0
486.4,518.9,547.6,453.2,360.0
569.3,614.6,591.1,501.4,520.0
433.7,415.2,426.0,572.4,200.0
456.3,606.0,512.8,470.7,720.0
381.8,500.1,475.1,534.9,480.0
578.0,461.1,577.2,558.0,900.0
457.5,521.5,438.5,498.9,560.0
536.8,589.6,436.1,557.1,480.0
541.6,583.6,513.3,584.3,420.0
552.8,612.1,540.8,403.7,540.0
371.6,476.7,452.8,606.9,280.0
498.1,509.7,489.5,450.3,340.0
544.4,590.1,573.9,545.5,460.0
587.6,654.3,570.5,724.6,800.0
452.0,511.4,388.9,451.9,360.0
504.3,466.4,381.8,444.2,560.0
453.0,527.1,456.0,522.3,400.0
436.3,624.6,584.2,530.4,360.0
491.1,513.8,447.6,445.0,240.0
439.1,517.7,470.5,452.1,480.0
527.9,595.9,549.2,509.7,420.0
432.3,454.3,326.6,380.5,400.0
521.8,633.3,547.3,663.2,540.0
475.5,575.0,477.0,516.4,580.0
374.4,558.0,449.0,423.7,240.0
444.3,567.1,480.3,508.3,360.0
545.9,644.5,600.1,689.7,620.0
584.7,627.1,592.7,606.9,440.0
417.5,450.9,491.4,501.7,380.0
454.9,451.2,487.1,570.0,560.0
538.4,585.5,561.1,589.7,400.0
445.1,550.5,542.3,521.6,340.0
576.9,636.3,560.5,576.9,540.0
489.1,580.2,567.6,503.0,540.0
522.5,574.8,550.9,541.7,340.0
461.9,479.2,429.0,521.6,360.0
651.1,685.6,611.6,699.1,580.0
516.8,570.2,397.3,468.3,660.0
487.1,562.5,523.7,589.9,480.0
545.7,572.6,457.4,452.1,560.0
420.8,603.3,500.6,549.0,360.0
437.5,409.0,482.3,436.6,360.0
442.0,584.9,473.5,418.7,240.0
462.4,562.1,478.7,451.3,0.0
488.2,599.1,539.4,563.2,640.0
493.3,545.5,533.0,662.6,700.0
420.6,446.8,497.7,434.3,400.0
511.0,565.1,424.0,440.2,0.0
680.3,707.6,656.5,687.3,980.0
535.5,678.0,613.8,579.7,540.0
416.8,428.9,409.6,407.9,280.0
426.5,517.3,427.1,524.3,300.0
414.2,639.9,605.9,498.1,760.0
559.2,563.8,547.2,542.7,680.0
522.2,490.9,385.8,437.8,580.0
498.6,589.1,509.8,484.6,560.0
547.3,655.1,624.4,621.4,800.0
415.3,426.1,412.2,402.7,320.0
482.5,541.6,512.2,536.7,560.0
445.9,599.6,477.1,476.4,660.0
431.8,570.9,542.0,525.7,580.0
510.0,628.9,615.9,538.2,620.0
487.5,611.2,570.5,613.9,580.0
662.0,677.7,602.7,659.8,960.0
532.8,642.3,578.2,453.5,560.0
497.7,676.0,596.3,649.6,660.0
380.8,546.3,457.4,621.2,540.0
593.9,612.6,552.2,706.2,700.0
681.8,698.1,662.7,880.7,760.0
440.6,573.1,491.9,609.4,280.0
450.5,534.3,567.2,572.0,440.0
570.2,690.0,632.7,547.5,580.0
557.3,641.3,647.4,677.9,840.0
576.1,607.2,483.2,444.1,720.0
475.5,650.4,574.0,601.1,520.0
465.2,640.0,607.1,628.3,0.0
434.4,607.2,538.9,671.3,780.0
506.7,646.6,604.7,642.0,740.0
503.7,623.9,552.6,564.4,760.0
402.1,540.2,391.2,455.2,320.0
397.5,506.1,489.5,455.0,480.0
567.4,623.3,568.1,454.4,700.0
493.0,575.9,534.5,648.7,300.0
547.7,646.7,653.3,645.9,600.0
566.1,602.3,534.1,500.9,640.0
479.0,620.3,613.2,752.8,620.0
535.0,656.5,556.0,555.4,280.0
538.8,636.1,585.9,641.3,620.0
416.0,463.3,472.8,426.7,320.0
428.1,449.0,502.8,435.0,500.0
473.1,409.4,468.2,411.4,300.0
416.9,513.1,421.9,554.2,280.0
569.2,629.1,562.5,544.1,580.0
